id,case_no,status,firs,summary_en,primary_crime_type,latest_date
CASE_754,202600006,Closed (Undetected),"[""FIR_754""]",The victim Nagaraj died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by her in-laws.,Dowry Death,2026-06-12
CASE_755,202400002,Abated,"[""FIR_755""]",The complainant reported that a former business partner made unwelcome advances and passed lewd remarks towards her near Railway Station Road.,Sexual Harassment,2024-01-10
CASE_756,202400001,Closed (False Case),"[""FIR_756""]",Police intercepted the accused near Industrial Layout and recovered 3.1 kg of ganja from their possession.,Ganja Possession,2024-03-12
CASE_757,202600001,Charge Sheeted,"[""FIR_757""]",The accused was found driving under the influence of alcohol near APMC Yard and was apprehended by a police patrol.,Drunken Driving,2026-05-05
CASE_758,202500008,Closed (False Case),"[""FIR_758""]",The accused was apprehended near Ring Road while allegedly peddling narcotic substances to local youth.,Drug Peddling,2025-03-31
CASE_759,202400003,Under Investigation,"[""FIR_759""]",The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,Cyber Stalking,2024-01-03
CASE_760,202400001,Closed (Undetected),"[""FIR_760""]","The complainant's bank account was debited for Rs 313,000 through fraudulent means allegedly involving the accused.",Bank Fraud,2024-10-13
CASE_761,202600002,Under Investigation,"[""FIR_761""]",The complainant reported that a former business partner made unwelcome advances and passed lewd remarks towards her near APMC Yard.,Sexual Harassment,2026-04-10
CASE_762,202400003,Compromised,"[""FIR_762""]","The complainant paid an advance of Rs 214,000 to the accused for a property dispute which was never delivered as promised.",Cheating,2024-03-01
CASE_763,202600003,Under Investigation,"[""FIR_763""]",Police intercepted the accused near Railway Station Road and recovered 7.9 kg of ganja from their possession.,Ganja Possession,2026-07-07
CASE_764,202400014,Compromised,"[""FIR_764""]","A police patrol near Bus Stand Road intercepted a vehicle and recovered narcotic substances weighing 5.3 kg, suspected to be in transit for sale.",NDPS Trafficking,2024-01-17
CASE_765,202500009,Charge Sheeted,"[""FIR_765""]","The complainant reported that Manoj was found dead with injuries near Main Bazaar, allegedly assaulted by her in-laws following a dispute over a family dispute.",Murder,2025-12-22
CASE_766,202600006,Closed (Undetected),"[""FIR_766""]","A group of armed persons robbed the complainant's shop at Market area, decamping with cash and goods worth Rs 154,000.",Dacoity,2026-02-04
CASE_767,202500002,Charge Sheeted,"[""FIR_767""]","Unknown persons broke into the complainant's premises at Church Street at night and decamped with valuables worth Rs 179,000.",Burglary,2025-07-29
CASE_768,202400003,Under Investigation,"[""FIR_768""]",The victim sustained grievous injuries after being attacked with a iron rod by her in-laws near Gandhi Nagar over a financial transaction.,Grievous Hurt,2024-10-04
CASE_769,202400005,Charge Sheeted,"[""FIR_769""]","A group of armed persons robbed the complainant's shop at Station Road, decamping with cash and goods worth Rs 351,000.",Dacoity,2024-11-17
CASE_770,202600002,Charge Sheeted,"[""FIR_770""]","The complainant, a woman walking near Market area, reported that two men on a motorcycle snatched her gold chain and sped away towards Old Town.",Chain Snatching,2026-02-04
CASE_771,202500012,Under Investigation,"[""FIR_771""]",The complainant reported an incident related to arms act offences occurring near College Road. Investigation is underway to ascertain further facts.,Illegal Arms Manufacturing,2025-07-27
CASE_772,202600004,Under Investigation,"[""FIR_772""]","The complainant alleged that the accused, entrusted with funds of Rs 154,000 for an extramarital affair suspicion, misappropriated the amount.",Criminal Breach of Trust,2026-07-15
CASE_773,202400006,Pending Trial,"[""FIR_773""]",The complainant reported an incident related to crimes against scs/sts occurring near Main Bazaar. Investigation is underway to ascertain further facts.,Caste Abuse,2024-06-26
CASE_774,202500002,Pending Trial,"[""FIR_774""]","The complainant paid an advance of Rs 393,000 to the accused for an extramarital affair suspicion which was never delivered as promised.",Cheating,2025-12-01
CASE_775,202500003,Under Investigation,"[""FIR_775""]","The complainant clicked a fraudulent link received via SMS and lost Rs 26,000 from their bank account.",Phishing,2025-08-04
CASE_776,202600001,Closed (False Case),"[""FIR_776""]",The complainant reported an incident related to environmental offences occurring near Station Road. Investigation is underway to ascertain further facts.,Illegal Tree Felling,2026-04-03
CASE_777,202500001,Charge Sheeted,"[""FIR_777""]","The complainant stated that her in-laws assaulted them near Temple Street following an argument over an extramarital affair suspicion, causing hurt.",Assault,2025-10-13
CASE_778,202400003,Closed (Undetected),"[""FIR_778""]","The complainant stated that his neighbour assaulted them near Market area following an argument over a family dispute, causing hurt.",Assault,2024-04-29
CASE_779,202600003,Charge Sheeted,"[""FIR_779""]","A group gathered near Gandhi Nagar in violation of prohibitory orders, leading to a law and order situation.",Unlawful Assembly,2026-03-06
CASE_780,202400015,Charge Sheeted,"[""FIR_780""]",Police intercepted the accused near MG Road and recovered 10.6 kg of ganja from their possession.,Ganja Possession,2024-12-30
CASE_781,202600001,Charge Sheeted,"[""FIR_781""]",The victim was hit by an unidentified vehicle near Station Road and sustained injuries; the driver fled the scene.,Hit and Run,2026-04-12
CASE_782,202600002,Under Investigation,"[""FIR_782""]",The complainant reported an incident related to sexual offences occurring near Industrial Layout. Investigation is underway to ascertain further facts.,Gang Rape,2026-02-21
CASE_783,202500010,Under Investigation,"[""FIR_783""]",The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Market area.,Domestic Violence,2025-09-05
CASE_784,202500002,Pending Trial,"[""FIR_784""]",The complainant reported that property documents related to land at Bus Stand Road were forged by the accused.,Forged Documents,2025-08-17
CASE_785,202400005,Under Investigation,"[""FIR_785""]","The complainant reported that Lakshmi died following an altercation with her husband near New Extension, suspected to involve a business partnership.",Culpable Homicide,2024-11-01
CASE_786,202400002,Pending Trial,"[""FIR_786""]",The complainant reported that her husband made unwelcome advances and passed lewd remarks towards her near Ring Road.,Sexual Harassment,2024-08-20
CASE_787,202400005,Charge Sheeted,"[""FIR_787""]","A police patrol near Temple Street intercepted a vehicle and recovered narcotic substances weighing 1.5 kg, suspected to be in transit for sale.",NDPS Trafficking,2024-05-01
CASE_788,202500001,Under Investigation,"[""FIR_788""]",The complainant reported that their motorcycle parked near Industrial Layout was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2025-11-02
CASE_789,202600004,Compromised,"[""FIR_789""]",The complainant reported that property documents related to land at Ring Road were forged by the accused.,Forged Documents,2026-03-17
CASE_790,202400015,Under Investigation,"[""FIR_790""]",The complainant was robbed of cash and a mobile phone by unidentified persons near College Road at knife-point.,Robbery,2024-07-07
CASE_791,202400001,Convicted,"[""FIR_791""]",The accused was apprehended near Gandhi Nagar while allegedly peddling narcotic substances to local youth.,Drug Peddling,2024-02-13
CASE_792,202500001,Acquitted,"[""FIR_792""]",The accused was found driving under the influence of alcohol near Main Bazaar and was apprehended by a police patrol.,Drunken Driving,2025-03-17
CASE_793,202400001,Charge Sheeted,"[""FIR_793""]",The complainant's confidential business data was allegedly copied and misused by a former employee.,Data Theft,2024-06-28
CASE_794,202400004,Convicted,"[""FIR_794""]","The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Railway Station Road.",Chain Snatching,2024-04-02
CASE_795,202500002,Under Investigation,"[""FIR_795""]",Police intercepted the accused near Ring Road and recovered 6.9 kg of ganja from their possession.,Ganja Possession,2025-11-20
CASE_796,202500002,Charge Sheeted,"[""FIR_796""]","The complainant's laptop was stolen from outside their residence at Temple Street, valued at approximately Rs 414,000.",Theft,2025-10-30
CASE_797,202500002,Closed (False Case),"[""FIR_797""]","Unknown persons broke into the complainant's premises at Old Town at night and decamped with valuables worth Rs 385,000.",Burglary,2025-10-07
CASE_798,202600005,Closed (Undetected),"[""FIR_798""]","The complainant alleged that the accused, entrusted with funds of Rs 380,000 for land boundary issues, misappropriated the amount.",Criminal Breach of Trust,2026-07-16
CASE_799,202500005,Under Investigation,"[""FIR_799""]",The complainant reported that their scooter parked near Old Town was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2025-04-25
CASE_800,202600002,Under Investigation,"[""FIR_800""]",The victim Ramesh was fatally attacked with a iron rod by the accused near Industrial Layout. The motive is suspected to be unpaid loan.,Murder,2026-02-26
CASE_801,202500004,Charge Sheeted,"[""FIR_801""]","The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 381,000.",Identity Theft,2025-11-22
CASE_802,202600001,Pending Trial,"[""FIR_802""]","Unknown persons broke into the complainant's premises at Ring Road at night and decamped with valuables worth Rs 379,000.",Burglary,2026-07-15
CASE_803,202400004,Pending Trial,"[""FIR_803""]","A group of armed persons robbed the complainant's shop at Temple Street, decamping with cash and goods worth Rs 66,000.",Dacoity,2024-11-09
CASE_804,202500011,Charge Sheeted,"[""FIR_804""]",The complainant's confidential business data was allegedly copied and misused by a former employee.,Data Theft,2025-01-17
CASE_805,202500001,Pending Trial,"[""FIR_805""]","The complainant stated that her in-laws assaulted them near MG Road following an argument over a property dispute, causing hurt.",Assault,2025-12-12
CASE_806,202600001,Under Investigation,"[""FIR_806""]",The complainant's confidential business data was allegedly copied and misused by a former employee.,Data Theft,2026-03-29
CASE_807,202500013,Under Investigation,"[""FIR_807""]","The complainant reported that Kavya died following an altercation with his neighbour near Ring Road, suspected to involve a financial transaction.",Culpable Homicide,2025-01-08
CASE_808,202600002,Pending Trial,"[""FIR_808""]","The complainant, a woman walking near Bus Stand Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Station Road.",Chain Snatching,2026-04-10
CASE_809,202600001,Abated,"[""FIR_809""]","The complainant clicked a fraudulent link received via SMS and lost Rs 87,000 from their bank account.",Phishing,2026-01-15
CASE_810,202600001,Pending Trial,"[""FIR_810""]",The complainant reported an incident related to crimes against scs/sts occurring near MG Road. Investigation is underway to ascertain further facts.,Caste Abuse,2026-07-05
CASE_811,202600007,Pending Trial,"[""FIR_811""]",The complainant reported that the minor victim was subjected to abuse by her husband at New Extension.,Child Abuse,2026-01-22
CASE_812,202400002,Under Investigation,"[""FIR_812""]","The complainant reported that the accused was driving a vehicle rashly near College Road, endangering pedestrians.",Rash Driving,2024-05-13
CASE_813,202500003,Under Investigation,"[""FIR_813""]",The complainant stated that the accused has been following and contacting her repeatedly near MG Road despite objection.,Stalking,2025-11-13
CASE_814,202400002,Under Investigation,"[""FIR_814""]",The accused attacked Manoj with a iron rod near College Road following a quarrel over past enmity. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2024-11-17
CASE_815,202400003,Charge Sheeted,"[""FIR_815""]","The complainant reported that the accused was driving a vehicle rashly near Ring Road, endangering pedestrians.",Rash Driving,2024-12-06
CASE_816,202400007,Under Investigation,"[""FIR_816""]",The complainant reported that their car parked near Industrial Layout was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2024-11-05
CASE_817,202500003,Pending Trial,"[""FIR_817""]","The complainant's bank account was debited for Rs 311,000 through fraudulent means allegedly involving the accused.",Bank Fraud,2025-08-07
CASE_818,202400002,Closed (Undetected),"[""FIR_818""]","The complainant reported that Deepa died following an altercation with his neighbour near Railway Station Road, suspected to involve a family dispute.",Culpable Homicide,2024-01-28
CASE_819,202500002,Acquitted,"[""FIR_819""]",The complainant reported an incident related to crimes against public order occurring near New Extension. Investigation is underway to ascertain further facts.,Promoting Enmity,2025-10-13
CASE_820,202500005,Acquitted,"[""FIR_820""]",The complainant reported an incident related to crimes against scs/sts occurring near Industrial Layout. Investigation is underway to ascertain further facts.,Atrocity - Social Boycott,2025-11-01
CASE_821,202400001,Under Investigation,"[""FIR_821""]",The accused attacked Deepa with a iron rod near Bus Stand Road following a quarrel over a business partnership. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2024-01-16
CASE_822,202600003,Under Investigation,"[""FIR_822""]",The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Industrial Layout.,Domestic Violence,2026-06-16
CASE_823,202600007,Pending Trial,"[""FIR_823""]","The complainant reported that unknown persons broke into their house at APMC Yard and stole gold jewellery worth Rs 198,000 and cash. The incident occurred while the family was away.",Theft,2026-01-25
CASE_824,202400001,Under Investigation,"[""FIR_824""]","The complainant stated that a former business partner assaulted them near Railway Station Road following an argument over an extramarital affair suspicion, causing hurt.",Assault,2024-09-04
CASE_825,202500003,Charge Sheeted,"[""FIR_825""]",The complainant reported that their scooter parked near Gandhi Nagar was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2025-10-26
CASE_826,202500015,Under Investigation,"[""FIR_826""]",The complainant reported an incident related to crimes related to documents/property occurring near Bus Stand Road. Investigation is underway to ascertain further facts.,Land Fraud,2025-04-03
CASE_827,202400001,Pending Trial,"[""FIR_827""]","A group of armed persons robbed the complainant's shop at Bus Stand Road, decamping with cash and goods worth Rs 319,000.",Dacoity,2024-10-01
CASE_828,202500002,Convicted,"[""FIR_828""]",Police recovered an unlicensed firearm from the accused during a routine check near Ring Road.,Illegal Firearm Possession,2025-09-22
CASE_829,202500003,Under Investigation,"[""FIR_829""]",The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Ring Road.,Domestic Violence,2025-11-08
CASE_830,202400005,Under Investigation,"[""FIR_830""]","A group of armed persons robbed the complainant's shop at Old Town, decamping with cash and goods worth Rs 365,000.",Dacoity,2024-07-21
CASE_831,202600002,Under Investigation,"[""FIR_831""]","The complainant reported that Deepa died following an altercation with a known acquaintance near Main Bazaar, suspected to involve a financial transaction.",Culpable Homicide,2026-06-19
CASE_832,202400003,Closed (Undetected),"[""FIR_832""]",The victim sustained grievous injuries after being attacked with a wooden stick by an unidentified assailant near Old Town over unpaid loan.,Grievous Hurt,2024-09-28
CASE_833,202500014,Convicted,"[""FIR_833""]","The complainant paid an advance of Rs 29,000 to the accused for land boundary issues which was never delivered as promised.",Cheating,2025-02-24
CASE_834,202600001,Under Investigation,"[""FIR_834""]","A police patrol near Main Bazaar intercepted a vehicle and recovered narcotic substances weighing 6.4 kg, suspected to be in transit for sale.",NDPS Trafficking,2026-05-29
CASE_835,202500001,Convicted,"[""FIR_835""]","The complainant reported that unknown persons broke into their house at College Road and stole gold jewellery worth Rs 207,000 and cash. The incident occurred while the family was away.",Theft,2025-10-31
CASE_836,202500004,Compromised,"[""FIR_836""]",The victim sustained grievous injuries after being attacked with a sharp weapon by a known acquaintance near Church Street over a family dispute.,Grievous Hurt,2025-05-23
CASE_837,202400014,Abated,"[""FIR_837""]",The complainant's confidential business data was allegedly copied and misused by a former employee.,Data Theft,2024-05-23
CASE_838,202400002,Under Investigation,"[""FIR_838""]",The victim was hit by an unidentified vehicle near New Extension and sustained injuries; the driver fled the scene.,Hit and Run,2024-11-18
CASE_839,202600002,Charge Sheeted,"[""FIR_839""]","The complainant's mobile phone was stolen from outside their residence at Railway Station Road, valued at approximately Rs 344,000.",Theft,2026-05-08
CASE_840,202400003,Under Investigation,"[""FIR_840""]","The complainant's laptop was stolen from outside their residence at Church Street, valued at approximately Rs 294,000.",Theft,2024-05-20
CASE_841,202500006,Pending Trial,"[""FIR_841""]",The complainant reported an incident related to crimes against scs/sts occurring near Temple Street. Investigation is underway to ascertain further facts.,Caste Abuse,2025-10-20
CASE_842,202600001,Charge Sheeted,"[""FIR_842""]","The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 34,000.",Identity Theft,2026-07-11
CASE_843,202600008,Convicted,"[""FIR_843""]",The complainant stated that the accused has been following and contacting her repeatedly near Station Road despite objection.,Stalking,2026-06-26
CASE_844,202500001,Pending Trial,"[""FIR_844""]",Police intercepted the accused near MG Road and recovered 6.5 kg of ganja from their possession.,Ganja Possession,2025-09-27
CASE_845,202500002,Pending Trial,"[""FIR_845""]",Police intercepted the accused near Railway Station Road and recovered 4.2 kg of ganja from their possession.,Ganja Possession,2025-03-12
CASE_846,202400015,Under Investigation,"[""FIR_846""]",The complainant's confidential business data was allegedly copied and misused by a former employee.,Data Theft,2024-05-16
CASE_847,202400002,Charge Sheeted,"[""FIR_847""]",The victim sustained grievous injuries after being attacked with a knife by his neighbour near Church Street over a property dispute.,Grievous Hurt,2024-04-06
CASE_848,202400003,Closed (False Case),"[""FIR_848""]","The complainant reported that the accused was driving a vehicle rashly near Market area, endangering pedestrians.",Rash Driving,2024-01-10
CASE_849,202400016,Under Investigation,"[""FIR_849""]",The victim was hit by an unidentified vehicle near New Extension and sustained injuries; the driver fled the scene.,Hit and Run,2024-10-30
CASE_850,202500004,Charge Sheeted,"[""FIR_850""]","The complainant stated that a former business partner assaulted them near MG Road following an argument over an extramarital affair suspicion, causing hurt.",Assault,2025-03-07
CASE_851,202500004,Under Investigation,"[""FIR_851""]","The complainant's laptop was stolen from outside their residence at Gandhi Nagar, valued at approximately Rs 414,000.",Theft,2025-02-07
CASE_852,202600009,Charge Sheeted,"[""FIR_852""]",The accused attacked Manoj with a sharp weapon near Industrial Layout following a quarrel over a family dispute. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2026-05-02
CASE_853,202400004,Pending Trial,"[""FIR_853""]","The complainant's bank account was debited for Rs 440,000 through fraudulent means allegedly involving the accused.",Bank Fraud,2024-03-14
CASE_854,202400001,Closed (Undetected),"[""FIR_854""]",Police intercepted the accused near Gandhi Nagar and recovered 5.7 kg of ganja from their possession.,Ganja Possession,2024-04-30
CASE_855,202500004,Charge Sheeted,"[""FIR_855""]","A group of armed persons robbed the complainant's shop at MG Road, decamping with cash and goods worth Rs 140,000.",Dacoity,2025-05-11
CASE_856,202400001,Under Investigation,"[""FIR_856""]",The complainant was robbed of cash and a mobile phone by unidentified persons near Ring Road at knife-point.,Robbery,2024-01-10
CASE_857,202400017,Pending Trial,"[""FIR_857""]",The complainant stated that the accused has been following and contacting her repeatedly near Station Road despite objection.,Stalking,2024-08-17
CASE_858,202600001,Abated,"[""FIR_858""]",The accused was found driving under the influence of alcohol near Temple Street and was apprehended by a police patrol.,Drunken Driving,2026-06-17
CASE_859,202400008,Referred to Another PS,"[""FIR_859""]",The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Bus Stand Road.,Domestic Violence,2024-08-11
CASE_860,202500002,Pending Trial,"[""FIR_860""]","Unknown persons broke into the complainant's premises at College Road at night and decamped with valuables worth Rs 317,000.",Burglary,2025-12-20
CASE_861,202600001,Under Investigation,"[""FIR_861""]","The complainant stated that a known acquaintance assaulted them near College Road following an argument over a business partnership, causing hurt.",Assault,2026-06-29
CASE_862,202500003,Charge Sheeted,"[""FIR_862""]","The complainant reported that unknown persons broke into their house at Temple Street and stole gold jewellery worth Rs 290,000 and cash. The incident occurred while the family was away.",Theft,2025-09-01
CASE_863,202400002,Under Investigation,"[""FIR_863""]","The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards MG Road.",Chain Snatching,2024-02-03
CASE_864,202500001,Under Investigation,"[""FIR_864""]",The complainant reported that their motorcycle parked near Main Bazaar was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2025-11-26
CASE_865,202400002,Referred to Another PS,"[""FIR_865""]",The complainant reported that their motorcycle parked near Railway Station Road was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2024-12-25
CASE_866,202600001,Charge Sheeted,"[""FIR_866""]","The complainant reported that the accused was driving a vehicle rashly near Railway Station Road, endangering pedestrians.",Rash Driving,2026-02-10
CASE_867,202400002,Charge Sheeted,"[""FIR_867""]",The accused was found driving under the influence of alcohol near Main Bazaar and was apprehended by a police patrol.,Drunken Driving,2024-10-31
CASE_868,202500002,Closed (Undetected),"[""FIR_868""]",The complainant reported that the accused forged signatures on documents related to a business partnership to gain wrongful benefit.,Forgery,2025-12-26
CASE_869,202400016,Pending Trial,"[""FIR_869""]","The complainant's laptop was stolen from outside their residence at Old Town, valued at approximately Rs 280,000.",Theft,2024-09-12
CASE_870,202400005,Charge Sheeted,"[""FIR_870""]",The victim was hit by an unidentified vehicle near Ring Road and sustained injuries; the driver fled the scene.,Hit and Run,2024-12-15
CASE_871,202400003,Charge Sheeted,"[""FIR_871""]","The victim was attacked with a corrosive substance by the accused near Bus Stand Road, sustaining burn injuries.",Acid Attack,2024-08-31
CASE_872,202500004,Charge Sheeted,"[""FIR_872""]","The complainant, a woman walking near Industrial Layout, reported that two men on a motorcycle snatched her gold chain and sped away towards Industrial Layout.",Chain Snatching,2025-06-11
CASE_873,202500002,Under Investigation,"[""FIR_873""]","The complainant, a woman walking near APMC Yard, reported that two men on a motorcycle snatched her gold chain and sped away towards MG Road.",Chain Snatching,2025-04-29
CASE_874,202500005,Pending Trial,"[""FIR_874""]",The victim Deepa died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by a known acquaintance.,Dowry Death,2025-06-30
CASE_875,202600001,Abated,"[""FIR_875""]","Unknown persons broke into the complainant's premises at Gandhi Nagar at night and decamped with valuables worth Rs 284,000.",Burglary,2026-02-20
CASE_876,202400016,Charge Sheeted,"[""FIR_876""]","The complainant, a woman walking near MG Road, reported that two men on a motorcycle snatched her gold chain and sped away towards New Extension.",Chain Snatching,2024-09-16
CASE_877,202500002,Under Investigation,"[""FIR_877""]","The victim was attacked with a corrosive substance by the accused near Station Road, sustaining burn injuries.",Acid Attack,2025-08-13
CASE_878,202500001,Convicted,"[""FIR_878""]","Unknown persons broke into the complainant's premises at Ring Road at night and decamped with valuables worth Rs 286,000.",Burglary,2025-02-18
CASE_879,202400003,Under Investigation,"[""FIR_879""]",The accused was apprehended near MG Road while allegedly peddling narcotic substances to local youth.,Drug Peddling,2024-03-09
CASE_880,202500002,Under Investigation,"[""FIR_880""]",The complainant reported that his neighbour made unwelcome advances and passed lewd remarks towards her near Ring Road.,Sexual Harassment,2025-11-22
CASE_881,202500007,Charge Sheeted,"[""FIR_881""]","The complainant reported that Manoj died following an altercation with a known acquaintance near Gandhi Nagar, suspected to involve a property dispute.",Culpable Homicide,2025-12-30
CASE_882,202400017,Under Investigation,"[""FIR_882""]",The complainant reported an incident related to sexual offences occurring near Station Road. Investigation is underway to ascertain further facts.,Unnatural Offence,2024-09-13
CASE_883,202400003,Charge Sheeted,"[""FIR_883""]","The complainant reported that Anitha died following an altercation with an unidentified assailant near Bus Stand Road, suspected to involve a property dispute.",Culpable Homicide,2024-10-04
CASE_884,202400002,Closed (Undetected),"[""FIR_884""]","The complainant, belonging to a Scheduled Caste, alleged physical assault and caste-based abuse by a former business partner near Industrial Layout.",Atrocity - Physical Assault,2024-11-12
CASE_885,202500002,Charge Sheeted,"[""FIR_885""]",The accused was found driving under the influence of alcohol near Old Town and was apprehended by a police patrol.,Drunken Driving,2025-01-17
CASE_886,202500003,Charge Sheeted,"[""FIR_886""]","The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Temple Street.",Chain Snatching,2025-11-27
CASE_887,202400001,Referred to Another PS,"[""FIR_887""]",The complainant reported an incident related to crimes related to documents/property occurring near Main Bazaar. Investigation is underway to ascertain further facts.,Land Fraud,2024-08-22
CASE_888,202400003,Pending Trial,"[""FIR_888""]","The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 340,000 from the complainant's account.",Online Fraud,2024-04-02
CASE_889,202500005,Charge Sheeted,"[""FIR_889""]",The complainant stated that the accused has been following and contacting her repeatedly near New Extension despite objection.,Stalking,2025-08-09
CASE_890,202500001,Convicted,"[""FIR_890""]","The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 28,000.",Identity Theft,2025-05-19
CASE_891,202400003,Convicted,"[""FIR_891""]",The victim was hit by an unidentified vehicle near Temple Street and sustained injuries; the driver fled the scene.,Hit and Run,2024-02-19
CASE_892,202400002,Closed (False Case),"[""FIR_892""]",The victim sustained grievous injuries after being attacked with a knife by a known acquaintance near Temple Street over past enmity.,Grievous Hurt,2024-01-10
CASE_893,202500004,Pending Trial,"[""FIR_893""]","Unknown persons broke into the complainant's premises at Bus Stand Road at night and decamped with valuables worth Rs 343,000.",Burglary,2025-04-06
CASE_894,202600002,Charge Sheeted,"[""FIR_894""]",The complainant reported an incident related to crimes against public order occurring near Gandhi Nagar. Investigation is underway to ascertain further facts.,Promoting Enmity,2026-07-14
CASE_895,202600005,Acquitted,"[""FIR_895""]",The accused was apprehended near MG Road while allegedly peddling narcotic substances to local youth.,Drug Peddling,2026-01-31
CASE_896,202400002,Under Investigation,"[""FIR_896""]",The accused attacked Suresh with a wooden stick near Old Town following a quarrel over a family dispute. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2024-06-11
CASE_897,202600005,Charge Sheeted,"[""FIR_897""]","The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 45,000 from the complainant's account.",Online Fraud,2026-02-27
CASE_898,202500003,Under Investigation,"[""FIR_898""]","The complainant stated that a known acquaintance assaulted them near Old Town following an argument over unpaid loan, causing hurt.",Assault,2025-12-14
CASE_899,202400018,Under Investigation,"[""FIR_899""]","The complainant, a woman walking near Temple Street, reported that two men on a motorcycle snatched her gold chain and sped away towards Gandhi Nagar.",Chain Snatching,2024-08-24
CASE_900,202400002,Under Investigation,"[""FIR_900""]","The complainant reported that Ramesh died following an altercation with his neighbour near Bus Stand Road, suspected to involve an extramarital affair suspicion.",Culpable Homicide,2024-05-04
CASE_901,202400003,Under Investigation,"[""FIR_901""]","The complainant, a woman walking near Railway Station Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Church Street.",Chain Snatching,2024-09-22
CASE_902,202500001,Under Investigation,"[""FIR_902""]",The complainant alleged repeated physical and mental harassment by an unidentified assailant over dowry-related demands at their residence in Church Street.,Domestic Violence,2025-07-07
CASE_903,202500003,Pending Trial,"[""FIR_903""]","The complainant, a woman walking near Market area, reported that two men on a motorcycle snatched her gold chain and sped away towards Market area.",Chain Snatching,2025-07-14
CASE_904,202400003,Under Investigation,"[""FIR_904""]",The victim was hit by an unidentified vehicle near Old Town and sustained injuries; the driver fled the scene.,Hit and Run,2024-07-25
CASE_905,202600001,Charge Sheeted,"[""FIR_905""]","A group of persons allegedly assembled unlawfully near Station Road and engaged in rioting, causing damage to property.",Rioting,2026-02-08
CASE_906,202400005,Under Investigation,"[""FIR_906""]","The complainant alleged that the accused, entrusted with funds of Rs 268,000 for a family dispute, misappropriated the amount.",Criminal Breach of Trust,2024-01-03
CASE_907,202400001,Under Investigation,"[""FIR_907""]",The complainant reported an incident related to crimes related to documents/property occurring near Church Street. Investigation is underway to ascertain further facts.,Land Fraud,2024-06-09
CASE_908,202400001,Charge Sheeted,"[""FIR_908""]","Unknown persons broke into the complainant's premises at Gandhi Nagar at night and decamped with valuables worth Rs 73,000.",Burglary,2024-06-15
CASE_909,202400004,Under Investigation,"[""FIR_909""]",The complainant stated that the accused has been following and contacting her repeatedly near Railway Station Road despite objection.,Stalking,2024-12-07
CASE_910,202400004,Closed (False Case),"[""FIR_910""]",Police intercepted the accused near Market area and recovered 8.5 kg of ganja from their possession.,Ganja Possession,2024-07-06
CASE_911,202600001,Pending Trial,"[""FIR_911""]","The complainant reported that unknown persons broke into their house at Temple Street and stole gold jewellery worth Rs 31,000 and cash. The incident occurred while the family was away.",Theft,2026-06-16
CASE_912,202400005,Under Investigation,"[""FIR_912""]",The accused was found driving under the influence of alcohol near New Extension and was apprehended by a police patrol.,Drunken Driving,2024-04-04
CASE_913,202500013,Charge Sheeted,"[""FIR_913""]",The complainant reported that their scooter parked near Gandhi Nagar was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2025-10-25
CASE_914,202400002,Acquitted,"[""FIR_914""]","Unknown persons broke into the complainant's premises at Railway Station Road at night and decamped with valuables worth Rs 133,000.",Burglary,2024-01-02
CASE_915,202400003,Under Investigation,"[""FIR_915""]",The accused was found driving under the influence of alcohol near MG Road and was apprehended by a police patrol.,Drunken Driving,2024-07-06
CASE_916,202600001,Under Investigation,"[""FIR_916""]",The complainant alleged repeated physical and mental harassment by an unidentified assailant over dowry-related demands at their residence in Station Road.,Domestic Violence,2026-01-05
