CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
324,100050115202500002,202500002,2025-02-16,153,115,1,1,9,35,1,,2025-02-14 00:00:00,2025-02-14 00:00:00,2025-02-16 00:00:00,13.083549,77.5648,Police recovered an unlicensed firearm from the accused during a routine check near Main Bazaar.
325,500050117202500001,202500001,2025-11-07,41,117,5,1,2,55,5,,2025-11-05 00:00:00,2025-11-06 00:00:00,2025-11-06 00:00:00,13.040747,77.662072,"The complainant, a woman walking near Temple Street, reported that two men on a motorcycle snatched her gold chain and sped away towards Railway Station Road."
326,200050120202400001,202400001,2024-06-09,94,120,2,1,2,9,5,,2024-06-04 00:00:00,2024-06-06 00:00:00,2024-06-06 00:00:00,12.940196,77.506989,"Unknown persons broke into the complainant's premises at Station Road at night and decamped with valuables worth Rs 123,000."
327,100110141202400004,202400004,2024-02-07,79,141,1,2,8,33,3,1,2024-02-05 00:00:00,2024-02-06 00:00:00,2024-02-06 00:00:00,12.860997,74.821697,"A police patrol near Bus Stand Road intercepted a vehicle and recovered narcotic substances weighing 11.3 kg, suspected to be in transit for sale."
328,100220165202500007,202500007,2025-12-23,166,165,1,2,2,8,7,37,2025-12-17 00:00:00,2025-12-19 00:00:00,2025-12-23 00:00:00,12.340771,76.682982,"A group of armed persons robbed the complainant's shop at Ring Road, decamping with cash and goods worth Rs 278,000."
329,500050117202500002,202500002,2025-11-20,133,117,5,2,2,10,7,1,2025-11-15 00:00:00,2025-11-17 00:00:00,2025-11-17 00:00:00,13.094145,77.64605,The complainant reported that their car parked near Old Town was stolen overnight. The vehicle was not recovered at the time of registration.
330,100220169202500001,202500001,2025-05-08,68,169,1,2,4,16,1,,2025-05-08 00:00:00,2025-05-10 00:00:00,2025-05-08 00:00:00,12.323283,76.69019,The complainant reported that the minor victim was subjected to abuse by a former business partner at Main Bazaar.
331,100050124202500002,202500002,2025-10-21,175,124,1,2,4,18,7,1,2025-10-19 00:00:00,2025-10-21 00:00:00,2025-10-21 00:00:00,12.959209,77.587374,The complainant reported an incident related to crimes against children occurring near Railway Station Road. Investigation is underway to ascertain further facts.
332,100050116202400008,202400008,2024-07-29,10,116,1,2,3,12,1,,2024-07-27 00:00:00,2024-07-28 00:00:00,2024-07-29 00:00:00,13.005991,77.633001,The complainant alleged repeated physical and mental harassment by her husband over dowry-related demands at their residence in Ring Road.
333,100090136202600003,202600003,2026-01-20,127,136,1,2,8,34,1,,2026-01-20 00:00:00,2026-01-20 00:00:00,2026-01-20 00:00:00,13.342877,75.750788,The accused was apprehended near Railway Station Road while allegedly peddling narcotic substances to local youth.
334,100020104202400001,202400001,2024-06-10,187,104,1,1,6,25,5,,2024-06-10 00:00:00,2024-06-12 00:00:00,2024-06-10 00:00:00,15.126457,76.977109,The complainant reported that the accused forged signatures on documents related to a business partnership to gain wrongful benefit.
335,100290179202400001,202400001,2024-12-10,59,179,1,2,2,8,3,1,2024-12-09 00:00:00,2024-12-09 00:00:00,2024-12-10 00:00:00,15.209139,76.415762,"A group of armed persons robbed the complainant's shop at Temple Street, decamping with cash and goods worth Rs 291,000."
336,100220171202400002,202400002,2024-02-04,80,171,1,2,4,18,10,,2024-02-01 00:00:00,2024-02-01 00:00:00,2024-02-01 00:00:00,12.312681,76.647292,The complainant reported an incident related to crimes against children occurring near Gandhi Nagar. Investigation is underway to ascertain further facts.
337,300050116202500001,202500001,2025-11-01,10,116,3,2,1,1,7,35,2025-11-01 00:00:00,2025-11-03 00:00:00,2025-11-01 00:00:00,12.922061,77.580205,The victim Ramesh was fatally attacked with a knife by the accused near College Road. The motive is suspected to be a financial transaction.
338,100050118202500001,202500001,2025-07-17,177,118,1,3,6,24,2,34,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-16 00:00:00,13.018103,77.598455,"The complainant alleged that the accused, entrusted with funds of Rs 17,000 for a family dispute, misappropriated the amount."
339,200200161202600001,202600001,2026-05-11,19,161,2,1,7,31,7,21,2026-05-04 00:00:00,2026-05-04 00:00:00,2026-05-04 00:00:00,15.379308,76.139238,"The complainant clicked a fraudulent link received via SMS and lost Rs 390,000 from their bank account."
340,100260176202400005,202400005,2024-02-26,120,176,1,2,11,41,8,,2024-02-21 00:00:00,2024-02-23 00:00:00,2024-02-24 00:00:00,13.376769,77.089863,The victim was hit by an unidentified vehicle near Station Road and sustained injuries; the driver fled the scene.
341,300050115202500002,202500002,2025-12-01,153,115,3,2,2,7,7,36,2025-11-25 00:00:00,2025-11-25 00:00:00,2025-11-26 00:00:00,12.955299,77.666328,The complainant was robbed of cash and a mobile phone by unidentified persons near Bus Stand Road at knife-point.
342,100050116202500008,202500008,2025-04-27,10,116,1,2,3,12,7,6,2025-04-25 00:00:00,2025-04-25 00:00:00,2025-04-25 00:00:00,12.942446,77.670402,The complainant alleged repeated physical and mental harassment by a known acquaintance over dowry-related demands at their residence in Market area.
343,200050122202500001,202500001,2025-10-09,76,122,2,1,7,29,7,34,2025-10-07 00:00:00,2025-10-09 00:00:00,2025-10-09 00:00:00,13.06053,77.640608,The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.
344,100140150202500002,202500002,2025-08-20,147,150,1,2,2,6,2,15,2025-08-20 00:00:00,2025-08-20 00:00:00,2025-08-20 00:00:00,15.448122,75.68109,"The complainant's mobile phone was stolen from outside their residence at Bus Stand Road, valued at approximately Rs 121,000."
345,100230173202500005,202500005,2025-03-06,47,173,1,2,2,55,2,1,2025-03-05 00:00:00,2025-03-07 00:00:00,2025-03-06 00:00:00,16.204296,77.410046,"The complainant, a woman walking near Gandhi Nagar, reported that two men on a motorcycle snatched her gold chain and sped away towards Ring Road."
346,100020105202600001,202600001,2026-02-18,195,105,1,2,7,28,2,1,2026-02-17 00:00:00,2026-02-18 00:00:00,2026-02-18 00:00:00,15.19994,76.896512,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 288,000."
347,100100138202500001,202500001,2025-11-22,86,138,1,3,1,5,2,1,2025-11-17 00:00:00,2025-11-19 00:00:00,2025-11-20 00:00:00,14.187142,76.38208,The victim sustained grievous injuries after being attacked with a knife by her in-laws near Church Street over a property dispute.
348,100280178202400003,202400003,2024-01-16,39,178,1,2,15,54,2,1,2024-01-15 00:00:00,2024-01-15 00:00:00,2024-01-15 00:00:00,14.815668,74.735653,The complainant reported an incident related to other ipc crimes occurring near New Extension. Investigation is underway to ascertain further facts.
349,100050115202400005,202400005,2024-10-03,162,115,1,1,7,27,3,40,2024-09-28 00:00:00,2024-09-29 00:00:00,2024-09-29 00:00:00,12.959887,77.610477,"The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 219,000 from the complainant's account."
350,100190160202500001,202500001,2025-04-29,4,160,1,2,2,55,7,1,2025-04-29 00:00:00,2025-05-01 00:00:00,2025-04-29 00:00:00,13.117105,78.181493,"The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards College Road."
351,100090135202600001,202600001,2026-06-05,31,135,1,2,2,6,1,,2026-05-30 00:00:00,2026-05-30 00:00:00,2026-06-03 00:00:00,13.376257,75.740366,"The complainant's laptop was stolen from outside their residence at Railway Station Road, valued at approximately Rs 53,000."
352,100270177202500003,202500003,2025-12-31,75,177,1,2,7,30,2,1,2025-12-24 00:00:00,2025-12-25 00:00:00,2025-12-26 00:00:00,13.304653,74.792748,The complainant's confidential business data was allegedly copied and misused by a former employee.
353,100020104202500002,202500002,2025-07-31,187,104,1,2,11,41,1,,2025-07-26 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,15.105454,76.930563,The victim was hit by an unidentified vehicle near APMC Yard and sustained injuries; the driver fled the scene.
354,200050117202600001,202600001,2026-07-03,158,117,2,1,2,8,6,,2026-07-02 00:00:00,2026-07-03 00:00:00,2026-07-03 00:00:00,12.966591,77.639747,"A group of armed persons robbed the complainant's shop at Bus Stand Road, decamping with cash and goods worth Rs 430,000."
355,100260176202500006,202500006,2025-03-01,120,176,1,2,1,2,4,27,2025-02-22 00:00:00,2025-02-24 00:00:00,2025-02-28 00:00:00,13.2926,77.130371,The accused attacked Ramesh with a wooden stick near Bus Stand Road following a quarrel over unpaid loan. The victim was rushed to hospital with grievous injuries.
356,100220167202600002,202600002,2026-03-25,38,167,1,2,2,7,1,,2026-03-24 00:00:00,2026-03-24 00:00:00,2026-03-24 00:00:00,12.338046,76.64213,The complainant was robbed of cash and a mobile phone by unidentified persons near Bus Stand Road at knife-point.
357,100290179202600001,202600001,2026-03-07,59,179,1,2,1,2,9,,2026-03-04 00:00:00,2026-03-05 00:00:00,2026-03-07 00:00:00,15.241398,76.462201,The accused attacked Ramesh with a knife near APMC Yard following a quarrel over a property dispute. The victim was rushed to hospital with grievous injuries.
358,100050114202600001,202600001,2026-06-02,121,114,1,2,1,3,8,,2026-05-26 00:00:00,2026-05-27 00:00:00,2026-05-29 00:00:00,12.954889,77.568284,"The complainant reported that Anitha died following an altercation with a former business partner near MG Road, suspected to involve a business partnership."
359,100110139202400001,202400001,2024-07-02,167,139,1,2,7,29,2,39,2024-06-26 00:00:00,2024-06-27 00:00:00,2024-06-30 00:00:00,12.873524,74.806179,The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.
360,100220172202500002,202500002,2025-03-13,114,172,1,2,8,33,7,1,2025-03-06 00:00:00,2025-03-06 00:00:00,2025-03-12 00:00:00,12.326428,76.652723,"A police patrol near Station Road intercepted a vehicle and recovered narcotic substances weighing 2.0 kg, suspected to be in transit for sale."
361,100050117202400006,202400006,2024-09-06,185,117,1,2,7,28,9,,2024-09-06 00:00:00,2024-09-07 00:00:00,2024-09-06 00:00:00,13.077136,77.513878,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 93,000."
362,800030111202400001,202400001,2024-11-20,183,111,8,2,6,26,1,,2024-11-20 00:00:00,2024-11-21 00:00:00,2024-11-20 00:00:00,15.871796,74.534208,"The complainant's bank account was debited for Rs 98,000 through fraudulent means allegedly involving the accused."
363,200210163202400001,202400001,2024-06-24,24,163,2,2,2,9,7,22,2024-06-21 00:00:00,2024-06-23 00:00:00,2024-06-23 00:00:00,12.492049,76.9164,"Unknown persons broke into the complainant's premises at New Extension at night and decamped with valuables worth Rs 29,000."
364,100280178202600003,202600003,2026-06-26,39,178,1,2,2,7,1,,2026-06-21 00:00:00,2026-06-23 00:00:00,2026-06-24 00:00:00,14.80473,74.650035,The complainant was robbed of cash and a mobile phone by unidentified persons near College Road at knife-point.
365,100200161202500001,202500001,2025-08-25,19,161,1,1,3,14,10,,2025-08-22 00:00:00,2025-08-24 00:00:00,2025-08-25 00:00:00,15.325221,76.136913,The complainant stated that the accused has been following and contacting her repeatedly near Ring Road despite objection.
366,200050115202500001,202500001,2025-02-06,30,115,2,2,3,13,2,1,2025-02-06 00:00:00,2025-02-06 00:00:00,2025-02-06 00:00:00,12.926767,77.586363,The complainant reported that a former business partner made unwelcome advances and passed lewd remarks towards her near Church Street.
367,300050114202400001,202400001,2024-01-22,122,114,3,3,2,7,1,,2024-01-21 00:00:00,2024-01-23 00:00:00,2024-01-22 00:00:00,12.904575,77.647356,The complainant was robbed of cash and a mobile phone by unidentified persons near Temple Street at knife-point.
368,100190159202400001,202400001,2024-08-14,20,159,1,2,11,40,10,,2024-08-07 00:00:00,2024-08-08 00:00:00,2024-08-14 00:00:00,13.1979,78.126305,"The complainant reported that the accused was driving a vehicle rashly near Industrial Layout, endangering pedestrians."
369,100030106202400002,202400002,2024-01-20,6,106,1,1,7,29,3,4,2024-01-16 00:00:00,2024-01-17 00:00:00,2024-01-19 00:00:00,15.86731,74.567289,The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.
370,100040113202600001,202600001,2026-04-07,176,113,1,2,10,38,1,,2026-04-01 00:00:00,2026-04-01 00:00:00,2026-04-06 00:00:00,13.273321,77.585743,"A group gathered near New Extension in violation of prohibitory orders, leading to a law and order situation."
371,800140150202500001,202500001,2025-10-06,22,150,8,1,8,33,7,1,2025-10-04 00:00:00,2025-10-06 00:00:00,2025-10-06 00:00:00,15.43174,75.613684,"A police patrol near Railway Station Road intercepted a vehicle and recovered narcotic substances weighing 7.6 kg, suspected to be in transit for sale."
372,100160154202500002,202500002,2025-09-10,92,154,1,2,2,10,7,17,2025-09-09 00:00:00,2025-09-10 00:00:00,2025-09-10 00:00:00,14.792985,75.417535,The complainant reported that their car parked near Industrial Layout was stolen overnight. The vehicle was not recovered at the time of registration.
373,200220165202500002,202500002,2025-10-14,166,165,2,1,4,16,1,,2025-10-10 00:00:00,2025-10-10 00:00:00,2025-10-13 00:00:00,12.339386,76.676404,The complainant reported that the minor victim was subjected to abuse by a former business partner at Old Town.
374,100050117202400007,202400007,2024-04-07,185,117,1,3,2,8,7,40,2024-04-01 00:00:00,2024-04-01 00:00:00,2024-04-01 00:00:00,13.037094,77.609731,"A group of armed persons robbed the complainant's shop at Industrial Layout, decamping with cash and goods worth Rs 136,000."
375,100200161202600001,202600001,2026-02-19,19,161,1,2,15,52,2,1,2026-02-15 00:00:00,2026-02-15 00:00:00,2026-02-15 00:00:00,15.353478,76.20278,The complainant alleged being threatened with dire consequences by a known acquaintance over a dispute regarding past enmity.
376,200050117202400001,202400001,2024-06-20,61,117,2,2,8,32,5,,2024-06-19 00:00:00,2024-06-20 00:00:00,2024-06-20 00:00:00,13.038124,77.532086,Police intercepted the accused near Gandhi Nagar and recovered 6.3 kg of ganja from their possession.
377,300280178202400001,202400001,2024-09-30,39,178,3,2,9,36,5,,2024-09-25 00:00:00,2024-09-26 00:00:00,2024-09-28 00:00:00,14.834399,74.748172,The complainant reported an incident related to arms act offences occurring near College Road. Investigation is underway to ascertain further facts.
378,300270177202400002,202400002,2024-05-04,75,177,3,2,6,24,1,,2024-05-03 00:00:00,2024-05-05 00:00:00,2024-05-04 00:00:00,13.357179,74.718732,"The complainant alleged that the accused, entrusted with funds of Rs 216,000 for a business partnership, misappropriated the amount."
379,100110144202400001,202400001,2024-12-22,124,144,1,2,1,4,2,1,2024-12-18 00:00:00,2024-12-20 00:00:00,2024-12-21 00:00:00,12.894424,74.839811,"The complainant stated that her in-laws assaulted them near Temple Street following an argument over a property dispute, causing hurt."
380,100240174202400003,202400003,2024-02-22,26,174,1,2,7,30,3,25,2024-02-17 00:00:00,2024-02-17 00:00:00,2024-02-21 00:00:00,12.758227,77.250347,The complainant's confidential business data was allegedly copied and misused by a former employee.
381,100050115202600004,202600004,2026-02-11,30,115,1,2,8,34,1,,2026-02-05 00:00:00,2026-02-05 00:00:00,2026-02-11 00:00:00,12.920053,77.671261,The accused was apprehended near Railway Station Road while allegedly peddling narcotic substances to local youth.
382,100210164202400001,202400001,2024-06-14,65,164,1,2,15,52,1,,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00,12.575208,76.957994,The complainant alleged being threatened with dire consequences by her in-laws over a dispute regarding unpaid loan.
383,100050117202600002,202600002,2026-02-28,185,117,1,2,9,35,1,,2026-02-27 00:00:00,2026-02-28 00:00:00,2026-02-28 00:00:00,12.921087,77.573053,Police recovered an unlicensed firearm from the accused during a routine check near APMC Yard.
384,100050115202600005,202600005,2026-03-14,30,115,1,2,2,9,1,,2026-03-13 00:00:00,2026-03-14 00:00:00,2026-03-14 00:00:00,13.045609,77.631018,"Unknown persons broke into the complainant's premises at Bus Stand Road at night and decamped with valuables worth Rs 49,000."
385,300220165202400003,202400003,2024-08-06,139,165,3,1,2,55,5,,2024-08-01 00:00:00,2024-08-03 00:00:00,2024-08-05 00:00:00,12.30117,76.66647,"The complainant, a woman walking near APMC Yard, reported that two men on a motorcycle snatched her gold chain and sped away towards Gandhi Nagar."
386,300220171202500001,202500001,2025-09-15,80,171,3,2,1,5,1,,2025-09-08 00:00:00,2025-09-08 00:00:00,2025-09-12 00:00:00,12.323904,76.691001,The victim sustained grievous injuries after being attacked with a iron rod by a former business partner near Main Bazaar over a property dispute.
387,100090135202500002,202500002,2025-08-17,107,135,1,2,2,9,5,,2025-08-16 00:00:00,2025-08-18 00:00:00,2025-08-17 00:00:00,13.366383,75.777781,"Unknown persons broke into the complainant's premises at Old Town at night and decamped with valuables worth Rs 366,000."
388,800290179202400001,202400001,2024-08-05,59,179,8,2,8,33,2,30,2024-08-04 00:00:00,2024-08-06 00:00:00,2024-08-05 00:00:00,15.213907,76.419988,"A police patrol near Railway Station Road intercepted a vehicle and recovered narcotic substances weighing 5.5 kg, suspected to be in transit for sale."
389,400140149202500001,202500001,2025-10-09,129,149,4,2,7,28,1,,2025-10-03 00:00:00,2025-10-05 00:00:00,2025-10-06 00:00:00,15.427217,75.670319,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 283,000."
390,100280178202500002,202500002,2025-01-27,39,178,1,2,11,42,1,,2025-01-21 00:00:00,2025-01-21 00:00:00,2025-01-27 00:00:00,14.821159,74.663643,The accused was found driving under the influence of alcohol near Temple Street and was apprehended by a police patrol.
391,100050115202500003,202500003,2025-11-09,162,115,1,2,6,24,2,35,2025-11-09 00:00:00,2025-11-10 00:00:00,2025-11-09 00:00:00,12.923693,77.567111,"The complainant alleged that the accused, entrusted with funds of Rs 107,000 for a business partnership, misappropriated the amount."
392,100220168202600001,202600001,2026-02-01,118,168,1,2,15,52,2,1,2026-01-31 00:00:00,2026-02-02 00:00:00,2026-02-01 00:00:00,12.335723,76.641579,The complainant alleged being threatened with dire consequences by a former business partner over a dispute regarding a family dispute.
393,200220172202600001,202600001,2026-03-09,87,172,2,2,7,29,1,,2026-03-03 00:00:00,2026-03-03 00:00:00,2026-03-04 00:00:00,12.321124,76.685805,The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.
394,100230173202400003,202400003,2024-02-25,47,173,1,2,12,43,2,24,2024-02-23 00:00:00,2024-02-24 00:00:00,2024-02-25 00:00:00,16.265785,77.4159,A raid near Station Road revealed illegal sand mining activity being carried out by the accused without valid permits.
395,100240174202400004,202400004,2024-08-15,26,174,1,2,7,30,7,1,2024-08-08 00:00:00,2024-08-08 00:00:00,2024-08-09 00:00:00,12.683204,77.317695,The complainant's confidential business data was allegedly copied and misused by a former employee.
396,400040112202400001,202400001,2024-10-28,146,112,4,1,10,38,2,5,2024-10-26 00:00:00,2024-10-27 00:00:00,2024-10-28 00:00:00,13.271246,77.571571,"A group gathered near College Road in violation of prohibitory orders, leading to a law and order situation."
397,400220165202400001,202400001,2024-10-10,139,165,4,2,10,37,1,,2024-10-07 00:00:00,2024-10-08 00:00:00,2024-10-10 00:00:00,12.344169,76.631905,"A group of persons allegedly assembled unlawfully near Ring Road and engaged in rioting, causing damage to property."
398,100040113202400001,202400001,2024-12-01,81,113,1,2,2,8,7,1,2024-11-24 00:00:00,2024-11-26 00:00:00,2024-11-29 00:00:00,13.237014,77.548476,"A group of armed persons robbed the complainant's shop at Temple Street, decamping with cash and goods worth Rs 233,000."
399,100190159202500001,202500001,2025-04-27,141,159,1,2,8,33,2,20,2025-04-27 00:00:00,2025-04-29 00:00:00,2025-04-27 00:00:00,13.116768,78.138106,"A police patrol near Gandhi Nagar intercepted a vehicle and recovered narcotic substances weighing 4.9 kg, suspected to be in transit for sale."
400,100110140202600001,202600001,2026-01-04,27,140,1,2,2,55,4,39,2025-12-29 00:00:00,2025-12-29 00:00:00,2025-12-30 00:00:00,12.901974,74.890052,"The complainant, a woman walking near New Extension, reported that two men on a motorcycle snatched her gold chain and sped away towards Ring Road."
401,100170155202400003,202400003,2024-07-19,1,155,1,2,1,3,1,,2024-07-18 00:00:00,2024-07-18 00:00:00,2024-07-18 00:00:00,17.295297,76.850201,"The complainant reported that Manoj died following an altercation with her husband near Main Bazaar, suspected to involve a business partnership."
402,100070132202500001,202500001,2025-07-08,66,132,1,2,3,12,2,1,2025-07-06 00:00:00,2025-07-07 00:00:00,2025-07-08 00:00:00,11.9524,76.941068,The complainant alleged repeated physical and mental harassment by a known acquaintance over dowry-related demands at their residence in Bus Stand Road.
403,100050115202400006,202400006,2024-09-26,30,115,1,2,6,23,1,,2024-09-21 00:00:00,2024-09-22 00:00:00,2024-09-26 00:00:00,13.067971,77.639226,"The complainant paid an advance of Rs 38,000 to the accused for an extramarital affair suspicion which was never delivered as promised."
404,400060129202500001,202500001,2025-08-10,113,129,4,3,11,40,2,7,2025-08-05 00:00:00,2025-08-06 00:00:00,2025-08-10 00:00:00,17.86532,77.513414,"The complainant reported that the accused was driving a vehicle rashly near Railway Station Road, endangering pedestrians."
405,300050116202500002,202500002,2025-06-02,10,116,3,2,3,15,2,40,2025-05-30 00:00:00,2025-05-31 00:00:00,2025-05-31 00:00:00,12.957927,77.542645,"The victim was attacked with a corrosive substance by the accused near Church Street, sustaining burn injuries."
406,100080134202500001,202500001,2025-09-11,99,134,1,2,3,11,2,9,2025-09-04 00:00:00,2025-09-06 00:00:00,2025-09-07 00:00:00,13.371246,77.718603,The victim Lakshmi died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by an unidentified assailant.
407,300240174202400001,202400001,2024-06-18,102,174,3,3,2,55,1,,2024-06-16 00:00:00,2024-06-18 00:00:00,2024-06-18 00:00:00,12.680064,77.231296,"The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Railway Station Road."
408,800050116202400001,202400001,2024-04-12,10,116,8,2,11,41,1,,2024-04-11 00:00:00,2024-04-11 00:00:00,2024-04-11 00:00:00,12.924428,77.626231,The victim was hit by an unidentified vehicle near Industrial Layout and sustained injuries; the driver fled the scene.
409,100050120202500006,202500006,2025-07-12,138,120,1,3,6,23,2,40,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,13.003186,77.629483,"The complainant paid an advance of Rs 123,000 to the accused for land boundary issues which was never delivered as promised."
410,100080133202400001,202400001,2024-06-13,49,133,1,3,9,36,2,1,2024-06-08 00:00:00,2024-06-09 00:00:00,2024-06-10 00:00:00,13.432845,77.782971,The complainant reported an incident related to arms act offences occurring near Old Town. Investigation is underway to ascertain further facts.
411,100250175202500001,202500001,2025-04-05,135,175,1,2,2,9,2,26,2025-03-29 00:00:00,2025-03-31 00:00:00,2025-03-31 00:00:00,13.967436,75.560197,"Unknown persons broke into the complainant's premises at Railway Station Road at night and decamped with valuables worth Rs 346,000."
412,100220165202500008,202500008,2025-12-23,166,165,1,2,8,33,7,37,2025-12-17 00:00:00,2025-12-17 00:00:00,2025-12-18 00:00:00,12.335378,76.645886,"A police patrol near Church Street intercepted a vehicle and recovered narcotic substances weighing 1.0 kg, suspected to be in transit for sale."
413,100230173202400004,202400004,2024-08-10,47,173,1,2,13,46,2,1,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-08 00:00:00,16.239062,77.35928,The complainant reported that property documents related to land at APMC Yard were forged by the accused.
414,100240174202500002,202500002,2025-11-03,26,174,1,2,7,27,1,,2025-10-31 00:00:00,2025-11-01 00:00:00,2025-11-02 00:00:00,12.748932,77.241369,"The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 60,000 from the complainant's account."
415,100120145202500002,202500002,2025-12-08,191,145,1,2,3,12,7,1,2025-12-05 00:00:00,2025-12-05 00:00:00,2025-12-05 00:00:00,14.425751,75.947879,The complainant alleged repeated physical and mental harassment by a former business partner over dowry-related demands at their residence in Gandhi Nagar.
416,400220165202500001,202500001,2025-01-15,139,165,4,2,2,9,2,1,2025-01-15 00:00:00,2025-01-16 00:00:00,2025-01-15 00:00:00,12.320189,76.640032,"Unknown persons broke into the complainant's premises at MG Road at night and decamped with valuables worth Rs 406,000."
417,100010102202500001,202500001,2025-04-29,90,102,1,3,3,13,4,1,2025-04-26 00:00:00,2025-04-26 00:00:00,2025-04-27 00:00:00,16.147194,75.643253,The complainant reported that her husband made unwelcome advances and passed lewd remarks towards her near Market area.
418,100110140202500002,202500002,2025-07-08,27,140,1,2,1,4,2,39,2025-07-04 00:00:00,2025-07-05 00:00:00,2025-07-06 00:00:00,12.895209,74.803077,"The complainant stated that his neighbour assaulted them near Bus Stand Road following an argument over unpaid loan, causing hurt."
419,200200161202600002,202600002,2026-02-25,19,161,2,2,3,11,1,,2026-02-21 00:00:00,2026-02-22 00:00:00,2026-02-22 00:00:00,15.393819,76.111478,The victim Manoj died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by his neighbour.
420,100050117202600003,202600003,2026-06-27,133,117,1,2,2,7,2,40,2026-06-26 00:00:00,2026-06-26 00:00:00,2026-06-27 00:00:00,13.083352,77.570341,The complainant was robbed of cash and a mobile phone by unidentified persons near MG Road at knife-point.
421,300140149202400001,202400001,2024-07-28,112,149,3,2,10,38,5,,2024-07-27 00:00:00,2024-07-27 00:00:00,2024-07-28 00:00:00,15.436001,75.622143,"A group gathered near Church Street in violation of prohibitory orders, leading to a law and order situation."
422,100070131202600002,202600002,2026-02-18,37,131,1,2,11,42,1,,2026-02-16 00:00:00,2026-02-18 00:00:00,2026-02-18 00:00:00,11.876299,76.942512,The accused was found driving under the influence of alcohol near Industrial Layout and was apprehended by a police patrol.
423,100220170202400002,202400002,2024-10-23,80,170,1,2,6,26,6,,2024-10-18 00:00:00,2024-10-19 00:00:00,2024-10-22 00:00:00,12.323514,76.603047,"The complainant's bank account was debited for Rs 390,000 through fraudulent means allegedly involving the accused."
424,100050115202400007,202400007,2024-08-06,162,115,1,2,11,42,1,,2024-07-30 00:00:00,2024-07-30 00:00:00,2024-08-03 00:00:00,12.918171,77.681068,The accused was found driving under the influence of alcohol near Main Bazaar and was apprehended by a police patrol.
425,100170156202400001,202400001,2024-06-24,1,156,1,2,2,9,2,1,2024-06-18 00:00:00,2024-06-19 00:00:00,2024-06-22 00:00:00,17.341174,76.803223,"Unknown persons broke into the complainant's premises at Industrial Layout at night and decamped with valuables worth Rs 290,000."
426,300290179202400002,202400002,2024-05-29,59,179,3,2,2,9,2,1,2024-05-25 00:00:00,2024-05-26 00:00:00,2024-05-26 00:00:00,15.254535,76.514493,"Unknown persons broke into the complainant's premises at APMC Yard at night and decamped with valuables worth Rs 426,000."
427,100050117202500004,202500004,2025-08-30,61,117,1,1,1,4,1,,2025-08-27 00:00:00,2025-08-28 00:00:00,2025-08-29 00:00:00,13.062752,77.686397,"The complainant stated that her husband assaulted them near Main Bazaar following an argument over an extramarital affair suspicion, causing hurt."
428,100270177202400003,202400003,2024-12-24,75,177,1,2,4,18,1,,2024-12-23 00:00:00,2024-12-25 00:00:00,2024-12-24 00:00:00,13.351954,74.790691,The complainant reported an incident related to crimes against children occurring near Main Bazaar. Investigation is underway to ascertain further facts.
429,300050128202500001,202500001,2025-03-11,43,128,3,2,2,55,2,40,2025-03-06 00:00:00,2025-03-08 00:00:00,2025-03-11 00:00:00,12.970332,77.546515,"The complainant, a woman walking near MG Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Brigade Road. CCTV footage is being reviewed; the MO matches similar chain-snatching incidents reported recently in the city."
430,100050115202400008,202400008,2024-08-01,162,115,1,2,2,8,1,,2024-07-25 00:00:00,2024-07-27 00:00:00,2024-07-31 00:00:00,12.902318,77.596256,"A group of armed persons robbed the complainant's shop at Church Street, decamping with cash and goods worth Rs 50,000."
431,200050115202500002,202500002,2025-03-01,30,115,2,2,2,55,3,35,2025-02-23 00:00:00,2025-02-24 00:00:00,2025-03-01 00:00:00,12.927777,77.577502,"The complainant, a woman walking near Indiranagar 100ft Road, reported that two men on a motorcycle snatched her gold chain and sped away towards CMH Road. CCTV footage is being reviewed; the MO matches similar chain-snatching incidents reported recently in the city."
